旅運編號:2016-06-21-10.45.12,旅運型態:BUS,特徵點名稱:-,開始時間:2016-06-21-10.45.12,開門時間:2016-06-21-10.45.12,站間人數:2,結束時間:2016-06-21-10.45.27
旅運編號:2016-06-21-10.45.52,旅運型態:MRT,特徵點名稱:-,開始時間:2016-06-21-10.45.52,開門時間:2016-06-21-10.45.52,站間人數:3,開門時間:2016-06-21-10.46.04,站間人數:9,有車站未停靠:2016-06-21-10.46.04,結束時間:2016-06-21-10.46.12
旅運編號:2016-06-21-10.56.17,旅運型態:SPECIAL,開始時間:2016-06-21-10.56.17,特徵點名稱:
,暫停時間:1970-01-01-08.00.00,重啟時間:1970-01-01-08.00.00,暫停時間:1970-01-01-08.00.00,結束時間:2016-06-21-10.56.43
旅運編號:2016-06-21-10.57.57,旅運型態:MOTORCYCLE,特徵點名稱:-,開始時間:2016-06-21-10.57.57,暫停時間:1970-01-01-08.00.00,重啟時間:1970-01-01-08.00.00,暫停時間:1970-01-01-08.00.00,結束時間:2016-06-21-10.58.04
旅運編號:2016-06-21-11.02.39,旅運型態:MOTORCYCLE,特徵點名稱:-,開始時間:2016-06-21-11.02.39,暫停時間:1970-01-01-08.00.00,重啟時間:1970-01-01-08.00.00,暫停時間:1970-01-01-08.00.00,結束時間:2016-06-21-11.02.44
旅運編號:2016-06-21-11.03.02,旅運型態:SPECIAL,開始時間:2016-06-21-11.03.02,特徵點名稱:,結束時間:2016-06-21-11.03.05
旅運編號:2016-06-22-12.02.12,旅運型態:BUS,特徵點名稱:-,開始時間:2016-06-22-12.02.12,開門時間:2016-06-22-12.02.12,站間人數:6,結束時間:2016-06-22-12.02.19
旅運編號:2016-06-26-01.23.46,旅運型態:CAR,特徵點名稱:-,開始時間:2016-06-26-01.23.46,暫停時間:1970-01-01-08.00.00,重啟時間:1970-01-01-08.00.00,暫停時間:1970-01-01-08.00.00,結束時間:2016-06-26-01.23.50
旅運編號:2016-06-26-01.25.13,旅運型態:CAR,特徵點名稱:-,開始時間:2016-06-26-01.25.13,暫停時間:1970-01-01-08.00.00,重啟時間:1970-01-01-08.00.00,暫停時間:1970-01-01-08.00.00,結束時間:2016-06-26-01.25.16
