"AvgSpd","CO","FPMI","NO2","PM10","PM25","PSI","RH","SO2","SiteEngName","TotalVol","col","dew_point","globlrad","grid_index","hw_len","id","num_intersection","precp","precp_hour","rd_len","row","sea_press","sn_press","sun_shine_hour","temperature","time","visb","wd","wd_gust","ws","ws_gust","epoch_time"
"57.3501607494","0.78","3","32.0","56","32","54","73.3333333333","9.2","Yonghe","247.737403101","21","21.1666666667","0.0","438","737.350569653","000436ad-e574-4e76-9025-5802f98c0954","154","0.0","0.0","41330.7533887","12","1009.43333333","1006.73333333","0.0",,"2015-04-03 21:00:00","12.0","169.0","68.8888888889","0.7666666667","3.5777777778","1428094800000"
